date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:34	71390/71390	---M--	200	added ('OK')	image/png	etag:%22670966f5-116de%22	https://obsidian.md/images/team/sigrunixia.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/sigrunixia.png	(from https://obsidian.md/about)
22:21:35	77875/77875	---M--	200	added ('OK')	image/png	etag:%22670966f5-13033%22	https://obsidian.md/images/team/sandy-alt.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/sandy-alt.png	(from https://obsidian.md/about)
22:21:35	72096/72096	---M--	200	added ('OK')	image/png	etag:%22670966f5-119a0%22	https://obsidian.md/images/team/sandy.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/sandy.png	(from https://obsidian.md/about)
22:21:35	32528/32528	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670966f5-7f10%22	https://obsidian.md/prism.js	C:/My%20Websites/cyberdeep_web/obsidian.md/prism.js	(from https://obsidian.md/changelog/)
22:21:36	20173/20173	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-10-08-mobile-v1.7.4/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-10-08-mobile-v1.7.4/index.html	(from https://obsidian.md/changelog/)
22:21:36	21483/21483	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-10-08-desktop-v1.7.4/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-10-08-desktop-v1.7.4/index.html	(from https://obsidian.md/changelog/)
22:21:36	136447/136447	---M--	200	added ('OK')	image/png	etag:%22670966f5-214ff%22	https://obsidian.md/images/banner-roadmap.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/banner-roadmap.png	(from https://obsidian.md/roadmap/)
22:21:36	20686/20686	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-09-24-mobile-v1.7.3/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-09-24-mobile-v1.7.3/index.html	(from https://obsidian.md/changelog/)
22:21:36	21083/21083	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-09-24-desktop-v1.7.3/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-09-24-desktop-v1.7.3/index.html	(from https://obsidian.md/changelog/)
22:21:36	20740/20740	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-09-19-mobile-v1.7.2/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-09-19-mobile-v1.7.2/index.html	(from https://obsidian.md/changelog/)
22:21:37	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:37%20GMT	https://obsidian.md/changelog/2024-06-07-desktop-v1.6.2	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-06-07-desktop-v1.6.2	(from https://obsidian.md/roadmap/)
22:21:37	22682/22682	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-09-19-desktop-v1.7.2/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-09-19-desktop-v1.7.2/index.html	(from https://obsidian.md/changelog/)
22:21:37	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:37%20GMT	https://obsidian.md/blog/standard-plan	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/standard-plan	(from https://obsidian.md/roadmap/)
22:21:37	21112/21112	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-08-27-mobile-v1.7.1/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-08-27-mobile-v1.7.1/index.html	(from https://obsidian.md/changelog/)
22:21:37	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:38%20GMT	https://obsidian.md/blog/standard-plan	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/standard-plan	(from https://obsidian.md/roadmap/)
22:21:37	22861/22861	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-08-27-desktop-v1.7.1/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-08-27-desktop-v1.7.1/index.html	(from https://obsidian.md/changelog/)
22:21:38	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:38%20GMT	https://obsidian.md/blog/json-canvas	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/json-canvas	(from https://obsidian.md/roadmap/)
22:21:38	23049/23049	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-08-08-mobile-v1.7.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-08-08-mobile-v1.7.0/index.html	(from https://obsidian.md/changelog/)
22:21:38	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:38%20GMT	https://obsidian.md/blog/json-canvas	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/json-canvas	(from https://obsidian.md/roadmap/)
22:21:38	24885/24885	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-08-08-desktop-v1.7.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-08-08-desktop-v1.7.0/index.html	(from https://obsidian.md/changelog/)
22:21:38	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:39%20GMT	https://obsidian.md/changelog/2024-03-05-publish	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-03-05-publish	(from https://obsidian.md/roadmap/)
22:21:39	20267/20267	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-07-18-mobile-v1.6.7/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-07-18-mobile-v1.6.7/index.html	(from https://obsidian.md/changelog/)
22:21:39	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:39%20GMT	https://obsidian.md/changelog/2023-12-26-desktop-v1.5.3	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-12-26-desktop-v1.5.3	(from https://obsidian.md/roadmap/)
22:21:39	20932/20932	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-07-18-desktop-v1.6.7/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-07-18-desktop-v1.6.7/index.html	(from https://obsidian.md/changelog/)
22:21:39	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:39%20GMT	https://obsidian.md/changelog/2023-12-26-desktop-v1.5.3	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-12-26-desktop-v1.5.3	(from https://obsidian.md/roadmap/)
22:21:39	20319/20319	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-07-11-mobile-v1.6.7/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-07-11-mobile-v1.6.7/index.html	(from https://obsidian.md/changelog/)
22:21:39	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:40%20GMT	https://obsidian.md/changelog/2023-11-20-desktop-v1.5.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-11-20-desktop-v1.5.0	(from https://obsidian.md/roadmap/)
22:21:40	20719/20719	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-07-11-desktop-v1.6.7/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-07-11-desktop-v1.6.7/index.html	(from https://obsidian.md/changelog/)
22:21:40	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:40%20GMT	https://obsidian.md/changelog/2023-08-30-desktop-v1.4.5	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-08-30-desktop-v1.4.5	(from https://obsidian.md/roadmap/)
22:21:40	20322/20322	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-07-09-mobile-v1.6.6/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-07-09-mobile-v1.6.6/index.html	(from https://obsidian.md/changelog/)
22:21:40	20786/20786	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-07-09-desktop-v1.6.6/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-07-09-desktop-v1.6.6/index.html	(from https://obsidian.md/changelog/)
22:21:40	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:41%20GMT	https://obsidian.md/changelog/2022-12-05-desktop-v1.1.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-12-05-desktop-v1.1.0	(from https://obsidian.md/roadmap/)
22:21:40	20703/20703	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-06-25-mobile-v1.6.5/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-06-25-mobile-v1.6.5/index.html	(from https://obsidian.md/changelog/)
22:21:41	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:41%20GMT	https://obsidian.md/changelog/2022-10-13-desktop-v1.0.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-10-13-desktop-v1.0.0	(from https://obsidian.md/roadmap/)
22:21:41	21103/21103	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-06-25-desktop-v1.6.5/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-06-25-desktop-v1.6.5/index.html	(from https://obsidian.md/changelog/)
22:21:41	21195/21195	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-06-20-mobile-v1.6.4/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-06-20-mobile-v1.6.4/index.html	(from https://obsidian.md/changelog/)
22:21:41	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:41%20GMT	https://obsidian.md/changelog/2022-09-29-desktop-v0.16.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-09-29-desktop-v0.16.0	(from https://obsidian.md/roadmap/)
22:21:41	24084/24084	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-06-20-desktop-v1.6.4/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-06-20-desktop-v1.6.4/index.html	(from https://obsidian.md/changelog/)
22:21:41	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:42%20GMT	https://obsidian.md/changelog/2022-06-14-desktop-v0.15.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-06-14-desktop-v0.15.0	(from https://obsidian.md/roadmap/)
22:21:41	78686/78686	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/page/2/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/page/2/index.html	(from https://obsidian.md/changelog/)
22:21:42	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:42%20GMT	https://obsidian.md/changelog/2022-05-10-desktop-v0.14.10	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-05-10-desktop-v0.14.10	(from https://obsidian.md/roadmap/)
22:21:42	72568/72568	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/page/3/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/page/3/index.html	(from https://obsidian.md/changelog/)
22:21:42	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:43%20GMT	https://obsidian.md/changelog/2022-05-03-desktop-v0.14.8	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-05-03-desktop-v0.14.8	(from https://obsidian.md/roadmap/)
22:21:42	43866/43866	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/page/17/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/page/17/index.html	(from https://obsidian.md/changelog/)
22:21:42	30876/30876	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-06-07-desktop-v1.6.2/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-06-07-desktop-v1.6.2/index.html	(from https://obsidian.md/roadmap/)
22:21:43	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:43%20GMT	https://obsidian.md/changelog/2022-04-25-desktop-v0.14.7	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-04-25-desktop-v0.14.7	(from https://obsidian.md/roadmap/)
22:21:43	20743/20743	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2024-03-05-publish/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2024-03-05-publish/index.html	(from https://obsidian.md/roadmap/)
22:21:43	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:44%20GMT	https://obsidian.md/changelog/2022-03-28-desktop-v0.14.3	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-03-28-desktop-v0.14.3	(from https://obsidian.md/roadmap/)
22:21:43	26742/26742	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-12-26-desktop-v1.5.3/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-12-26-desktop-v1.5.3/index.html	(from https://obsidian.md/roadmap/)
22:21:43	26000/26000	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-11-20-desktop-v1.5.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-11-20-desktop-v1.5.0/index.html	(from https://obsidian.md/roadmap/)
22:21:44	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:44%20GMT	https://obsidian.md/changelog/2022-03-14-desktop-v0.14.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-03-14-desktop-v0.14.0	(from https://obsidian.md/roadmap/)
22:21:44	22164/22164	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-08-30-desktop-v1.4.5/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-08-30-desktop-v1.4.5/index.html	(from https://obsidian.md/roadmap/)
22:21:44	22283/22283	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-06-26-desktop-v1.3.6/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-06-26-desktop-v1.3.6/index.html	(from https://obsidian.md/roadmap/)
22:21:44	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:44%20GMT	https://obsidian.md/changelog/2021-11-22-desktop-v0.13.5	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-11-22-desktop-v0.13.5	(from https://obsidian.md/roadmap/)
22:21:44	21762/21762	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-05-09-desktop-v1.3/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-05-09-desktop-v1.3/index.html	(from https://obsidian.md/roadmap/)
22:21:44	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:45%20GMT	https://obsidian.md/changelog/2021-11-10-desktop-v0.13.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-11-10-desktop-v0.13.0	(from https://obsidian.md/roadmap/)
22:21:45	21077/21077	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-04-18-publish/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-04-18-publish/index.html	(from https://obsidian.md/roadmap/)
22:21:45	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:45%20GMT	https://obsidian.md/changelog/2021-10-06-desktop-v0.12.17	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-10-06-desktop-v0.12.17	(from https://obsidian.md/roadmap/)
22:21:45	23568/23568	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-03-29-desktop-v1.2/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-03-29-desktop-v1.2/index.html	(from https://obsidian.md/roadmap/)
22:21:45	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:46%20GMT	https://obsidian.md/changelog/2021-06-21-desktop-v0.12.6	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-06-21-desktop-v0.12.6	(from https://obsidian.md/roadmap/)
22:21:45	20879/20879	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-02-27-publish/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-02-27-publish/index.html	(from https://obsidian.md/roadmap/)
22:21:45	24898/24898	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2023-02-22-desktop-v1.1/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2023-02-22-desktop-v1.1/index.html	(from https://obsidian.md/roadmap/)
22:21:46	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:46%20GMT	https://obsidian.md/changelog/2021-05-25-desktop-v0.12.4	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-05-25-desktop-v0.12.4	(from https://obsidian.md/roadmap/)
22:21:46	23236/23236	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-12-05-desktop-v1.1.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-12-05-desktop-v1.1.0/index.html	(from https://obsidian.md/roadmap/)
22:21:46	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:47%20GMT	https://obsidian.md/changelog/2021-03-14-desktop-v0.11.7	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-03-14-desktop-v0.11.7	(from https://obsidian.md/roadmap/)
22:21:46	30511/30511	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-10-13-desktop-v1.0.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-10-13-desktop-v1.0.0/index.html	(from https://obsidian.md/roadmap/)
22:21:46	26995/26995	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-09-29-desktop-v0.16.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-09-29-desktop-v0.16.0/index.html	(from https://obsidian.md/roadmap/)
22:21:47	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:47%20GMT	https://obsidian.md/changelog/2021-02-09-desktop-v0.11.0	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-02-09-desktop-v0.11.0	(from https://obsidian.md/roadmap/)
22:21:47	22781/22781	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-06-14-desktop-v0.15.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-06-14-desktop-v0.15.0/index.html	(from https://obsidian.md/roadmap/)
22:21:47	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:47%20GMT	https://obsidian.md/changelog/2021-02-01-desktop-v0.10.12	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-02-01-desktop-v0.10.12	(from https://obsidian.md/roadmap/)
22:21:47	21456/21456	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-05-10-desktop-v0.14.10/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-05-10-desktop-v0.14.10/index.html	(from https://obsidian.md/roadmap/)
22:21:47	23398/23398	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-05-03-desktop-v0.14.8/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-05-03-desktop-v0.14.8/index.html	(from https://obsidian.md/roadmap/)
22:21:47	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:48%20GMT	https://obsidian.md/changelog/2021-01-19-desktop-v0.10.9	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-01-19-desktop-v0.10.9	(from https://obsidian.md/roadmap/)
22:21:48	21729/21729	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-04-25-desktop-v0.14.7/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-04-25-desktop-v0.14.7/index.html	(from https://obsidian.md/roadmap/)
22:21:48	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:48%20GMT	https://obsidian.md/changelog/2021-01-11-desktop-v0.10.8	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-01-11-desktop-v0.10.8	(from https://obsidian.md/roadmap/)
22:21:48	23784/23784	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-03-28-desktop-v0.14.3/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-03-28-desktop-v0.14.3/index.html	(from https://obsidian.md/roadmap/)
22:21:48	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:49%20GMT	https://obsidian.md/changelog/2020-12-29-desktop-v0.10.3	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2020-12-29-desktop-v0.10.3	(from https://obsidian.md/roadmap/)
22:21:48	23857/23857	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2022-03-14-desktop-v0.14.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2022-03-14-desktop-v0.14.0/index.html	(from https://obsidian.md/roadmap/)
22:21:48	21570/21570	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2021-11-22-desktop-v0.13.5/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-11-22-desktop-v0.13.5/index.html	(from https://obsidian.md/roadmap/)
22:21:49	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:49%20GMT	https://obsidian.md/changelog/2020-12-21-desktop-v0.10.2	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2020-12-21-desktop-v0.10.2	(from https://obsidian.md/roadmap/)
22:21:49	23917/23917	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2021-11-10-desktop-v0.13.0/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-11-10-desktop-v0.13.0/index.html	(from https://obsidian.md/roadmap/)
22:21:49	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:49%20GMT	https://obsidian.md/changelog/2020-12-07-desktop-v0.9.21	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2020-12-07-desktop-v0.9.21	(from https://obsidian.md/roadmap/)
22:21:49	22767/22767	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2021-10-06-desktop-v0.12.17/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-10-06-desktop-v0.12.17/index.html	(from https://obsidian.md/roadmap/)
22:21:49	22448/22448	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2021-06-21-desktop-v0.12.6/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-06-21-desktop-v0.12.6/index.html	(from https://obsidian.md/roadmap/)
22:21:49	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:50%20GMT	https://obsidian.md/changelog/2020-11-25-desktop-v0.9.18	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2020-11-25-desktop-v0.9.18	(from https://obsidian.md/roadmap/)
22:21:50	22335/22335	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2021-05-25-desktop-v0.12.4/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-05-25-desktop-v0.12.4/index.html	(from https://obsidian.md/roadmap/)
22:21:50	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Oct%202024%2014:21:50%20GMT	https://obsidian.md/changelog/2020-11-19-desktop-v0.9.16	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2020-11-19-desktop-v0.9.16	(from https://obsidian.md/roadmap/)
22:21:50	21923/21923	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/changelog/2021-03-14-desktop-v0.11.7/	C:/My%20Websites/cyberdeep_web/obsidian.md/changelog/2021-03-14-desktop-v0.11.7/index.html	(from https://obsidian.md/roadmap/)
